,race_label,grouping
122456,B,3.0
122457,H,2.0
122458,W,3.0
122459,H,2.0
122460,B,3.0
122461,H,2.0
122462,B,2.0
122463,H,2.0
122464,B,3.0
122465,H,3.0
122466,H,2.0
122467,W,3.0
122468,W,3.0
122469,W,2.0
122470,B,2.0
122471,B,4.0
122472,H,3.0
122473,H,0.0
122474,H,0.0
122475,W,3.0
122476,O,3.0
122477,B,3.0
122478,B,4.0
122479,B,4.0
122480,W,3.0
122481,H,3.0
122482,W,2.0
122483,H,2.0
122484,W,3.0
122485,B,0.0
122486,O,2.0
122487,B,2.0
122488,B,2.0
122489,H,3.0
122490,B,2.0
122491,H,3.0
122492,B,3.0
122493,B,4.0
122494,H,2.0
122495,W,0.0
122496,W,3.0
122497,B,2.0
122498,W,3.0
122499,B,4.0
122500,B,3.0
122501,H,2.0
122502,W,4.0
122503,H,3.0
122504,B,3.0
122505,W,3.0
122506,W,0.0
122507,H,3.0
122508,W,3.0
122509,H,3.0
122510,H,3.0
122511,B,0.0
122512,B,3.0
122513,B,0.0
122514,B,3.0
122515,B,2.0
122516,B,3.0
122517,H,2.0
122518,B,2.0
122519,B,0.0
122520,H,3.0
122521,W,4.0
122522,C,3.0
122523,H,2.0
122524,H,3.0
122525,B,2.0
122526,O,3.0
122527,B,4.0
122528,B,2.0
122529,W,3.0
122530,B,4.0
122531,O,2.0
122532,B,2.0
122533,H,0.0
122534,H,3.0
122535,W,4.0
122536,H,3.0
122537,H,3.0
122538,H,3.0
122539,B,3.0
122540,H,3.0
122541,H,3.0
122542,H,3.0
122543,W,3.0
122544,O,0.0
122545,O,3.0
122546,B,2.0
122547,B,0.0
122548,B,3.0
122549,B,3.0
122550,H,2.0
122551,B,2.0
122552,W,3.0
122553,B,4.0
122554,H,3.0
122555,W,4.0
122556,W,3.0
122557,B,0.0
122558,W,0.0
122559,W,3.0
122560,B,2.0
122561,B,3.0
122562,H,2.0
122563,W,2.0
122564,B,3.0
122565,O,3.0
122566,H,3.0
122567,B,3.0
122568,H,4.0
122569,W,3.0
122570,H,3.0
122571,W,3.0
122572,B,2.0
122573,H,3.0
122574,W,0.0
122575,B,3.0
122576,B,3.0
122577,H,3.0
122578,B,4.0
122579,B,3.0
122580,H,0.0
122581,W,3.0
122582,H,3.0
122583,H,2.0
122584,B,0.0
122585,B,2.0
122586,W,3.0
122587,W,3.0
122588,W,3.0
122589,A,3.0
122590,W,3.0
122591,B,3.0
122592,B,0.0
122593,W,3.0
122594,W,3.0
122595,W,3.0
122596,W,4.0
122597,W,3.0
122598,W,3.0
122599,W,3.0
122600,W,3.0
122601,H,3.0
122602,W,3.0
122603,W,0.0
122604,B,3.0
122605,B,3.0
122606,B,3.0
122607,B,3.0
122608,B,3.0
122609,B,3.0
122610,H,3.0
122611,H,3.0
122612,H,3.0
122613,H,3.0
122614,H,3.0
122615,H,3.0
122616,W,3.0
122617,W,3.0
122618,B,2.0
122619,B,2.0
122620,H,2.0
122621,H,3.0
122622,B,4.0
122623,B,3.0
122624,O,3.0
122625,B,2.0
122626,B,3.0
122627,B,4.0
122628,W,3.0
122629,B,4.0
122630,O,2.0
122631,B,3.0
122632,H,3.0
122633,B,3.0
122634,H,3.0
122635,B,3.0
122636,H,3.0
122637,B,2.0
122638,H,3.0
122639,B,3.0
122640,B,3.0
122641,W,3.0
122642,B,4.0
122643,B,3.0
122644,H,3.0
122645,B,2.0
122646,W,4.0
122647,O,3.0
122648,B,2.0
122649,H,3.0
122650,B,2.0
122651,W,3.0
122652,H,3.0
122653,H,3.0
122654,H,3.0
122655,H,3.0
122656,B,2.0
122657,B,4.0
122658,H,2.0
122659,H,3.0
122660,H,2.0
122661,B,3.0
122662,B,2.0
122663,H,3.0
122664,H,3.0
122665,B,3.0
122666,W,2.0
122667,B,3.0
122668,W,2.0
122669,H,2.0
122670,H,3.0
122671,B,3.0
122672,W,3.0
122673,H,3.0
122674,H,3.0
122675,H,3.0
122676,B,2.0
122677,B,3.0
122678,B,3.0
122679,B,3.0
122680,B,3.0
122681,H,2.0
122682,O,2.0
122683,H,3.0
122684,B,4.0
122685,H,3.0
122686,B,3.0
122687,B,2.0
122688,W,0.0
122689,B,4.0
122690,W,3.0
122691,O,3.0
122692,H,2.0
122693,B,4.0
122694,B,4.0
122695,B,2.0
122696,B,2.0
122697,B,0.0
122698,B,3.0
122699,B,3.0
122700,O,3.0
122701,H,2.0
122702,B,3.0
122703,H,3.0
122704,H,3.0
122705,H,4.0
122706,B,3.0
122707,B,3.0
122708,H,4.0
122709,W,3.0
122710,W,3.0
122711,B,2.0
122712,W,3.0
122713,B,3.0
122714,W,3.0
122715,O,3.0
122716,B,4.0
122717,O,3.0
122718,H,2.0
122719,B,3.0
122720,H,4.0
122721,B,3.0
122722,B,3.0
122723,H,3.0
122724,H,2.0
122725,B,3.0
122726,H,3.0
122727,W,3.0
122728,B,2.0
122729,B,3.0
122730,B,3.0
122731,B,3.0
122732,W,3.0
122733,B,4.0
122734,B,4.0
122735,W,3.0
122736,B,4.0
122737,W,4.0
122738,H,3.0
122739,H,3.0
122740,H,4.0
122741,W,3.0
122742,O,4.0
122743,B,3.0
122744,B,3.0
122745,B,3.0
122746,B,3.0
122747,B,3.0
122748,B,3.0
122749,B,3.0
122750,H,3.0
122751,B,2.0
122752,H,2.0
122753,B,3.0
122754,H,2.0
122755,B,0.0
122756,B,2.0
122757,H,3.0
122758,B,2.0
122759,B,3.0
122760,B,2.0
122761,W,4.0
122762,W,2.0
122763,H,3.0
122764,O,3.0
122765,H,3.0
122766,O,3.0
122767,B,3.0
122768,W,4.0
122769,B,4.0
122770,B,2.0
122771,H,2.0
122772,H,0.0
122773,B,3.0
122774,B,4.0
122775,O,3.0
122776,B,3.0
122777,W,4.0
122778,H,2.0
122779,H,3.0
122780,B,2.0
122781,H,2.0
122782,H,2.0
122783,H,3.0
122784,H,3.0
122785,H,3.0
122786,B,2.0
122787,H,2.0
122788,H,2.0
122789,W,2.0
122790,B,3.0
122791,H,2.0
122792,H,3.0
122793,H,3.0
122794,B,2.0
122795,H,2.0
122796,B,3.0
122797,B,3.0
122798,B,3.0
122799,B,4.0
122800,W,2.0
122801,B,2.0
122802,B,2.0
122803,O,3.0
122804,B,0.0
122805,B,2.0
122806,B,3.0
122807,B,3.0
122808,W,2.0
122809,W,4.0
122810,W,2.0
122811,H,2.0
122812,H,3.0
122813,H,2.0
122814,H,4.0
122815,B,3.0
122816,H,4.0
122817,B,2.0
122818,W,2.0
122819,H,2.0
122820,B,2.0
122821,H,2.0
122822,B,3.0
122823,W,3.0
122824,H,2.0
122825,W,3.0
122826,B,2.0
122827,B,3.0
122828,B,0.0
122829,C,3.0
122830,B,3.0
122831,B,4.0
122832,B,3.0
122833,B,3.0
122834,B,3.0
122835,B,3.0
122836,B,3.0
122837,H,3.0
122838,H,3.0
122839,H,3.0
122840,H,3.0
122841,H,3.0
122842,H,3.0
122843,B,3.0
122844,W,3.0
122845,H,3.0
122846,B,3.0
122847,B,3.0
122848,H,4.0
122849,W,3.0
122850,W,3.0
122851,H,2.0
122852,O,3.0
122853,W,3.0
122854,B,3.0
122855,B,3.0
122856,W,3.0
122857,W,0.0
122858,O,3.0
122859,H,3.0
122860,W,3.0
122861,W,3.0
122862,H,2.0
122863,B,3.0
122864,W,3.0
122865,W,3.0
122866,H,2.0
122867,H,3.0
122868,W,3.0
122869,B,3.0
122870,B,3.0
122871,H,3.0
122872,H,3.0
122873,H,2.0
122874,B,4.0
122875,H,2.0
122876,B,3.0
122877,W,3.0
122878,B,4.0
122879,B,3.0
122880,B,2.0
122881,B,2.0
122882,B,0.0
122883,H,3.0
122884,B,3.0
122885,B,2.0
122886,B,3.0
122887,H,3.0
122888,W,3.0
122889,H,2.0
122890,H,2.0
122891,B,3.0
122892,H,3.0
122893,W,3.0
122894,H,0.0
122895,H,2.0
122896,H,3.0
122897,B,2.0
122898,B,0.0
122899,B,3.0
122900,W,3.0
122901,B,3.0
122902,B,3.0
122903,B,3.0
122904,B,2.0
122905,B,2.0
122906,B,3.0
122907,B,3.0
122908,B,2.0
122909,H,4.0
122910,W,3.0
122911,H,2.0
122912,W,3.0
122913,F,3.0
122914,B,3.0
122915,H,0.0
122916,H,3.0
122917,W,3.0
122918,W,2.0
122919,W,2.0
122920,H,2.0
122921,H,2.0
122922,B,3.0
122923,H,3.0
122924,W,2.0
122925,H,3.0
122926,B,3.0
122927,B,2.0
122928,B,3.0
122929,B,3.0
122930,H,2.0
122931,B,3.0
122932,W,3.0
122933,B,2.0
122934,O,3.0
122935,B,3.0
122936,B,3.0
122937,B,0.0
122938,H,3.0
122939,W,3.0
122940,B,3.0
122941,B,3.0
122942,B,2.0
122943,B,3.0
122944,H,3.0
122945,H,3.0
122946,B,3.0
122947,B,4.0
122948,W,4.0
122949,B,2.0
122950,B,1.0
122951,H,1.0
122952,W,4.0
122953,B,0.0
122954,O,1.0
122955,H,1.0
122956,H,2.0
122957,W,1.0
122958,B,1.0
122959,H,2.0
122960,H,1.0
122961,W,1.0
122962,B,1.0
122963,W,1.0
122964,H,1.0
122965,H,1.0
122966,B,1.0
122967,W,0.0
122968,H,1.0
122969,B,2.0
122970,H,1.0
122971,B,1.0
122972,B,1.0
122973,H,1.0
122974,W,1.0
122975,B,2.0
122976,H,1.0
122977,W,0.0
122978,W,1.0
122979,W,1.0
122980,O,2.0
122981,H,1.0
122982,B,1.0
122983,B,1.0
122984,H,4.0
122985,B,1.0
122986,W,1.0
122987,B,2.0
122988,H,1.0
122989,H,2.0
122990,W,1.0
122991,B,2.0
122992,W,1.0
122993,H,1.0
122994,W,1.0
122995,H,1.0
122996,O,1.0
122997,B,4.0
122998,H,1.0
122999,B,2.0
123000,B,1.0
123001,B,1.0
123002,B,1.0
123003,H,1.0
123004,B,4.0
123005,H,1.0
123006,H,1.0
123007,W,2.0
123008,W,2.0
123009,B,2.0
123010,W,0.0
123011,H,1.0
123012,H,1.0
123013,H,1.0
123014,W,1.0
123015,H,1.0
123016,B,1.0
123017,H,1.0
123018,B,2.0
123019,B,2.0
123020,W,1.0
123021,H,0.0
123022,W,1.0
123023,B,2.0
123024,H,2.0
123025,H,2.0
123026,B,1.0
123027,B,1.0
123028,B,2.0
123029,B,1.0
123030,O,2.0
123031,W,1.0
123032,B,4.0
123033,H,1.0
123034,W,1.0
123035,H,1.0
123036,O,1.0
123037,B,4.0
123038,H,1.0
123039,B,1.0
123040,W,1.0
123041,H,2.0
123042,W,1.0
123043,H,1.0
123044,B,1.0
123045,O,2.0
123046,B,1.0
123047,B,1.0
123048,B,2.0
123049,W,0.0
123050,W,0.0
123051,B,2.0
123052,W,1.0
123053,W,1.0
123054,H,1.0
123055,H,1.0
123056,B,2.0
123057,H,1.0
123058,B,4.0
123059,H,1.0
123060,H,2.0
123061,B,1.0
123062,W,1.0
123063,H,2.0
123064,B,2.0
123065,W,4.0
123066,H,2.0
123067,H,4.0
123068,B,1.0
123069,H,2.0
123070,B,1.0
123071,W,4.0
123072,H,1.0
123073,W,0.0
123074,B,0.0
123075,B,1.0
123076,O,4.0
123077,H,1.0
123078,B,2.0
123079,H,1.0
123080,B,0.0
123081,B,1.0
123082,B,1.0
123083,B,1.0
123084,H,1.0
123085,H,1.0
123086,W,1.0
123087,H,2.0
123088,H,1.0
123089,W,2.0
123090,B,4.0
123091,B,4.0
123092,H,1.0
123093,B,1.0
123094,B,1.0
123095,W,1.0
123096,B,0.0
123097,H,2.0
123098,W,4.0
123099,B,0.0
123100,O,4.0
123101,W,1.0
123102,H,1.0
123103,W,4.0
123104,H,1.0
123105,B,0.0
123106,H,1.0
123107,H,4.0
123108,W,2.0
123109,H,1.0
123110,O,1.0
123111,B,4.0
123112,B,1.0
123113,B,1.0
123114,H,1.0
123115,H,1.0
123116,H,1.0
123117,H,1.0
123118,W,1.0
123119,H,1.0
123120,W,1.0
123121,H,1.0
123122,W,1.0
123123,O,2.0
123124,H,1.0
123125,H,1.0
123126,H,2.0
123127,B,0.0
123128,H,1.0
123129,B,4.0
123130,B,1.0
123131,H,1.0
123132,B,2.0
123133,A,1.0
123134,B,1.0
123135,B,1.0
123136,B,1.0
123137,B,1.0
123138,B,1.0
123139,W,4.0
123140,A,4.0
123141,B,1.0
123142,H,1.0
123143,W,1.0
123144,B,1.0
123145,O,2.0
123146,H,2.0
123147,O,1.0
123148,H,4.0
123149,W,1.0
123150,H,1.0
123151,H,1.0
123152,B,2.0
123153,B,2.0
123154,W,1.0
123155,H,0.0
123156,O,4.0
123157,H,1.0
123158,H,1.0
123159,H,1.0
123160,B,0.0
123161,H,1.0
123162,O,0.0
123163,H,4.0
123164,H,2.0
123165,H,0.0
123166,B,2.0
123167,W,1.0
123168,H,1.0
123169,B,2.0
123170,H,1.0
123171,W,1.0
123172,B,2.0
123173,H,1.0
123174,H,1.0
123175,H,1.0
123176,W,1.0
123177,W,1.0
123178,B,1.0
123179,B,2.0
123180,B,4.0
123181,W,1.0
123182,B,4.0
123183,B,4.0
123184,B,1.0
123185,B,4.0
123186,H,2.0
123187,B,2.0
123188,B,2.0
123189,B,1.0
123190,W,0.0
123191,W,1.0
123192,B,4.0
123193,H,4.0
123194,B,2.0
123195,B,4.0
123196,H,1.0
123197,B,4.0
123198,H,1.0
123199,H,1.0
123200,B,2.0
123201,B,2.0
123202,H,1.0
123203,W,1.0
123204,O,1.0
123205,B,2.0
123206,B,2.0
123207,B,1.0
123208,W,1.0
123209,B,1.0
123210,H,4.0
123211,B,4.0
123212,B,2.0
123213,W,1.0
123214,B,2.0
123215,B,2.0
123216,H,2.0
123217,H,1.0
123218,B,4.0
123219,B,4.0
123220,B,1.0
123221,H,1.0
123222,W,1.0
123223,H,1.0
123224,B,4.0
123225,W,1.0
123226,B,2.0
123227,B,2.0
123228,B,1.0
123229,H,2.0
123230,B,1.0
123231,B,1.0
123232,H,1.0
123233,H,2.0
123234,B,4.0
123235,H,4.0
123236,H,2.0
123237,W,2.0
123238,B,2.0
123239,H,1.0
123240,W,1.0
123241,W,4.0
123242,B,2.0
123243,W,4.0
123244,W,2.0
123245,B,2.0
123246,B,2.0
123247,B,2.0
123248,B,4.0
123249,B,1.0
123250,O,2.0
123251,A,4.0
123252,H,1.0
123253,H,4.0
123254,B,1.0
123255,H,4.0
123256,B,4.0
123257,H,2.0
123258,B,0.0
123259,H,1.0
123260,B,2.0
123261,H,1.0
123262,B,1.0
123263,B,2.0
123264,B,0.0
123265,O,2.0
123266,O,2.0
123267,B,2.0
123268,W,1.0
123269,B,1.0
123270,H,2.0
123271,B,1.0
123272,B,1.0
123273,H,1.0
123274,H,1.0
123275,B,1.0
123276,W,1.0
123277,B,4.0
123278,W,0.0
123279,H,1.0
123280,B,2.0
123281,B,4.0
123282,W,4.0
123283,B,2.0
123284,H,1.0
123285,H,4.0
123286,H,1.0
123287,H,1.0
123288,B,4.0
123289,B,2.0
123290,B,1.0
123291,B,4.0
123292,H,2.0
123293,H,1.0
123294,B,0.0
123295,H,2.0
123296,W,4.0
123297,O,2.0
123298,B,1.0
123299,B,4.0
123300,H,4.0
123301,H,1.0
123302,B,1.0
123303,B,2.0
123304,B,1.0
123305,H,1.0
123306,W,4.0
123307,H,1.0
123308,W,1.0
123309,H,1.0
123310,B,1.0
123311,H,1.0
123312,B,1.0
123313,H,1.0
123314,B,2.0
123315,W,1.0
123316,O,1.0
123317,H,2.0
123318,H,2.0
123319,B,4.0
123320,H,4.0
123321,H,4.0
123322,H,1.0
123323,W,1.0
123324,B,1.0
123325,W,2.0
123326,B,1.0
123327,H,2.0
123328,B,4.0
123329,H,1.0
123330,B,1.0
123331,O,0.0
123332,H,4.0
123333,H,0.0
123334,H,1.0
123335,W,1.0
123336,H,2.0
123337,B,1.0
123338,H,2.0
123339,B,1.0
123340,B,1.0
123341,H,1.0
123342,H,0.0
123343,H,2.0
123344,B,1.0
123345,B,1.0
123346,H,1.0
123347,B,1.0
123348,H,1.0
123349,W,4.0
123350,H,1.0
123351,H,1.0
123352,H,1.0
123353,B,1.0
123354,B,1.0
123355,H,1.0
123356,B,0.0
123357,B,4.0
123358,H,2.0
123359,W,2.0
123360,H,1.0
123361,H,1.0
123362,H,1.0
123363,B,1.0
123364,W,0.0
123365,B,4.0
123366,B,1.0
123367,W,1.0
123368,H,1.0
123369,B,2.0
123370,H,2.0
123371,W,1.0
123372,B,1.0
123373,B,1.0
123374,B,1.0
123375,H,2.0
123376,W,1.0
123377,W,1.0
123378,H,1.0
123379,H,4.0
123380,W,0.0
123381,B,1.0
123382,H,1.0
123383,B,1.0
123384,O,1.0
123385,W,4.0
123386,B,4.0
123387,H,1.0
123388,B,2.0
123389,H,2.0
123390,B,2.0
123391,O,1.0
123392,B,1.0
123393,B,4.0
123394,W,2.0
123395,W,1.0
123396,H,2.0
123397,B,1.0
123398,H,1.0
123399,B,2.0
123400,B,1.0
123401,B,1.0
123402,O,2.0
123403,H,1.0
123404,W,1.0
123405,B,1.0
123406,B,2.0
123407,B,2.0
123408,H,1.0
123409,H,1.0
123410,B,1.0
123411,H,2.0
123412,B,1.0
123413,W,1.0
123414,B,1.0
123415,W,1.0
123416,H,1.0
123417,W,1.0
123418,H,1.0
123419,H,0.0
123420,B,1.0
123421,B,4.0
123422,H,1.0
123423,W,4.0
123424,B,4.0
123425,B,1.0
123426,B,1.0
123427,B,2.0
123428,H,1.0
123429,H,1.0
123430,H,0.0
123431,W,1.0
123432,H,1.0
123433,H,2.0
123434,H,1.0
123435,B,1.0
123436,H,1.0
123437,W,1.0
123438,H,1.0
123439,B,1.0
123440,H,1.0
123441,B,2.0
123442,H,0.0
123443,W,1.0
123444,B,2.0
123445,H,1.0
123446,B,1.0
123447,B,1.0
123448,B,1.0
123449,B,0.0
123450,H,1.0
123451,B,1.0
123452,H,1.0
123453,W,1.0
123454,B,1.0
123455,H,1.0
123456,H,1.0
123457,H,1.0
123458,W,1.0
123459,H,1.0
123460,H,4.0
123461,W,4.0
123462,H,1.0
123463,H,4.0
123464,B,1.0
123465,B,1.0
123466,H,1.0
123467,W,1.0
123468,W,1.0
123469,W,4.0
123470,B,0.0
123471,W,2.0
123472,H,4.0
123473,H,1.0
123474,H,1.0
123475,B,1.0
123476,B,4.0
123477,H,1.0
123478,B,1.0
123479,W,2.0
123480,B,2.0
123481,H,1.0
123482,H,1.0
123483,H,2.0
123484,B,1.0
123485,O,1.0
123486,H,2.0
123487,W,0.0
123488,W,2.0
123489,H,2.0
123490,W,1.0
123491,H,1.0
123492,B,0.0
123493,H,1.0
123494,H,2.0
123495,B,1.0
123496,W,2.0
123497,B,2.0
123498,O,1.0
123499,B,4.0
123500,H,2.0
123501,B,1.0
123502,B,1.0
123503,W,4.0
123504,B,0.0
123505,H,1.0
123506,B,0.0
123507,B,1.0
123508,H,0.0
123509,B,2.0
123510,W,1.0
123511,W,1.0
123512,B,1.0
123513,H,1.0
123514,H,1.0
123515,W,1.0
123516,B,0.0
123517,H,1.0
123518,W,0.0
123519,H,1.0
123520,W,1.0
123521,B,1.0
123522,B,1.0
123523,B,2.0
123524,W,1.0
123525,H,1.0
123526,B,4.0
123527,H,1.0
123528,H,1.0
123529,W,1.0
123530,B,1.0
123531,B,2.0
123532,H,1.0
123533,B,1.0
123534,H,1.0
123535,B,1.0
123536,W,1.0
123537,B,4.0
123538,W,1.0
123539,W,1.0
123540,W,1.0
123541,H,1.0
123542,H,2.0
123543,B,2.0
123544,B,4.0
123545,B,1.0
123546,H,2.0
123547,B,1.0
123548,B,1.0
123549,H,1.0
123550,H,2.0
123551,H,1.0
123552,H,2.0
123553,W,0.0
123554,O,1.0
123555,H,1.0
123556,H,0.0
123557,B,4.0
123558,B,4.0
123559,H,1.0
123560,B,1.0
123561,B,2.0
123562,H,1.0
123563,W,4.0
123564,B,2.0
123565,W,2.0
123566,H,2.0
123567,B,1.0
123568,B,2.0
123569,H,1.0
123570,B,2.0
123571,B,4.0
123572,W,1.0
123573,H,1.0
123574,B,2.0
123575,W,4.0
123576,B,2.0
123577,H,2.0
123578,H,1.0
123579,B,2.0
123580,B,1.0
123581,H,4.0
123582,O,2.0
123583,W,1.0
123584,H,4.0
123585,B,1.0
123586,W,1.0
123587,W,1.0
123588,W,2.0
123589,B,1.0
123590,H,1.0
123591,B,1.0
123592,O,4.0
123593,H,1.0
123594,B,2.0
123595,B,4.0
123596,W,1.0
123597,W,1.0
123598,H,4.0
123599,H,1.0
123600,B,4.0
123601,B,1.0
123602,W,4.0
123603,B,2.0
123604,B,2.0
123605,W,4.0
123606,B,2.0
123607,B,2.0
123608,H,1.0
123609,H,1.0
123610,H,2.0
123611,H,1.0
123612,B,2.0
123613,W,1.0
123614,H,2.0
123615,B,2.0
123616,H,1.0
123617,H,1.0
123618,H,1.0
123619,B,4.0
123620,H,1.0
123621,B,1.0
123622,H,1.0
123623,H,1.0
123624,B,1.0
123625,W,0.0
123626,B,1.0
123627,H,2.0
123628,B,1.0
123629,H,1.0
123630,W,1.0
123631,B,1.0
123632,W,1.0
123633,W,1.0
123634,H,1.0
123635,B,2.0
123636,B,1.0
123637,B,2.0
123638,H,1.0
123639,W,1.0
123640,B,1.0
123641,B,1.0
123642,H,1.0
123643,B,4.0
123644,B,4.0
123645,H,4.0
123646,O,0.0
123647,H,2.0
123648,H,2.0
123649,H,0.0
123650,H,2.0
123651,B,2.0
123652,H,1.0
123653,B,4.0
123654,H,2.0
123655,H,2.0
123656,B,1.0
123657,H,2.0
123658,B,4.0
123659,B,4.0
123660,B,1.0
123661,H,2.0
123662,H,1.0
123663,B,0.0
123664,H,2.0
123665,B,2.0
123666,B,2.0
123667,B,0.0
123668,O,2.0
123669,H,1.0
123670,B,1.0
123671,B,4.0
123672,B,2.0
123673,H,1.0
123674,H,1.0
123675,B,1.0
123676,B,2.0
123677,B,1.0
123678,B,1.0
123679,B,4.0
123680,H,1.0
123681,H,1.0
123682,B,2.0
123683,B,2.0
123684,B,2.0
123685,H,1.0
123686,B,2.0
123687,B,2.0
123688,H,1.0
123689,B,2.0
123690,B,2.0
123691,B,1.0
123692,B,1.0
123693,H,2.0
123694,B,1.0
123695,B,1.0
123696,W,4.0
123697,B,4.0
123698,B,1.0
123699,B,0.0
123700,W,1.0
123701,B,0.0
123702,B,1.0
123703,W,1.0
123704,B,0.0
123705,B,4.0
123706,B,1.0
123707,B,2.0
123708,H,2.0
123709,B,4.0
123710,B,4.0
123711,B,1.0
123712,B,2.0
123713,W,1.0
123714,W,1.0
123715,W,0.0
123716,H,1.0
123717,W,1.0
123718,H,1.0
123719,H,1.0
123720,H,1.0
123721,H,1.0
123722,H,1.0
123723,H,1.0
123724,H,2.0
123725,B,2.0
123726,B,4.0
123727,H,2.0
123728,B,2.0
123729,B,1.0
123730,B,2.0
123731,H,1.0
123732,H,4.0
123733,W,1.0
123734,H,2.0
123735,O,2.0
123736,W,3.0
123737,B,1.0
123738,B,0.0
123739,W,4.0
123740,H,1.0
123741,O,2.0
123742,W,2.0
123743,H,2.0
123744,H,1.0
123745,H,3.0
123746,H,4.0
123747,B,2.0
123748,B,2.0
123749,B,2.0
123750,W,2.0
123751,O,1.0
123752,W,1.0
123753,B,1.0
123754,W,3.0
123755,W,1.0
123756,W,3.0
123757,H,1.0
123758,B,4.0
123759,O,1.0
123760,H,1.0
123761,H,3.0
123762,B,1.0
123763,B,4.0
123764,W,1.0
123765,W,1.0
123766,W,1.0
123767,H,3.0
123768,W,4.0
123769,W,1.0
123770,W,1.0
123771,H,2.0
123772,B,3.0
123773,B,2.0
123774,W,4.0
123775,H,3.0
123776,W,2.0
123777,W,4.0
123778,H,2.0
123779,B,1.0
123780,B,0.0
123781,W,1.0
123782,O,4.0
123783,W,4.0
123784,H,3.0
123785,W,1.0
123786,B,3.0
123787,B,2.0
123788,H,3.0
123789,H,1.0
123790,H,2.0
123791,B,4.0
123792,B,2.0
123793,B,3.0
123794,H,0.0
123795,H,1.0
123796,H,2.0
123797,H,0.0
123798,H,3.0
123799,H,3.0
123800,O,4.0
123801,W,2.0
123802,H,2.0
123803,W,3.0
123804,O,1.0
123805,H,4.0
123806,H,3.0
123807,H,0.0
123808,B,3.0
123809,H,1.0
123810,H,2.0
123811,W,3.0
123812,H,1.0
123813,B,4.0
123814,B,2.0
123815,H,3.0
123816,B,4.0
123817,H,1.0
123818,B,2.0
123819,O,0.0
123820,H,0.0
123821,H,2.0
123822,H,1.0
123823,H,4.0
123824,B,2.0
123825,B,2.0
123826,H,3.0
123827,H,4.0
123828,B,3.0
123829,H,1.0
123830,H,1.0
123831,B,4.0
123832,W,3.0
123833,H,0.0
123834,W,3.0
123835,W,3.0
123836,H,0.0
123837,B,2.0
123838,W,3.0
123839,B,2.0
123840,H,3.0
123841,H,3.0
123842,H,0.0
123843,H,4.0
123844,W,3.0
123845,H,2.0
123846,H,3.0
123847,H,2.0
123848,O,2.0
123849,W,4.0
123850,O,3.0
123851,H,3.0
123852,H,3.0
123853,W,3.0
123854,H,3.0
123855,B,2.0
123856,H,3.0
123857,B,3.0
123858,B,2.0
123859,B,2.0
123860,B,3.0
123861,O,3.0
123862,W,3.0
123863,W,3.0
123864,B,3.0
123865,H,2.0
123866,B,0.0
123867,H,3.0
123868,W,3.0
123869,H,3.0
123870,B,3.0
123871,B,3.0
123872,W,0.0
123873,B,3.0
123874,H,4.0
123875,H,3.0
123876,W,0.0
123877,B,2.0
123878,H,3.0
123879,B,4.0
123880,W,2.0
123881,W,3.0
123882,H,3.0
123883,B,0.0
123884,B,0.0
123885,B,2.0
123886,W,4.0
123887,H,0.0
123888,B,3.0
123889,B,3.0
123890,B,3.0
123891,B,3.0
123892,O,3.0
123893,W,3.0
123894,O,3.0
123895,B,2.0
123896,H,0.0
123897,B,2.0
123898,H,3.0
123899,O,2.0
123900,B,3.0
123901,W,0.0
123902,W,3.0
123903,W,3.0
123904,W,2.0
123905,W,3.0
123906,B,3.0
123907,B,3.0
123908,B,4.0
123909,H,3.0
123910,H,3.0
123911,H,2.0
123912,H,3.0
123913,B,2.0
123914,H,3.0
123915,H,2.0
123916,W,3.0
123917,B,3.0
123918,H,3.0
123919,H,3.0
123920,B,3.0
123921,W,4.0
123922,B,4.0
123923,W,4.0
123924,B,2.0
123925,W,3.0
123926,H,2.0
123927,B,3.0
123928,O,4.0
123929,B,3.0
123930,B,3.0
123931,B,3.0
123932,W,4.0
123933,H,3.0
123934,H,3.0
123935,H,4.0
123936,W,3.0
123937,H,3.0
123938,H,3.0
123939,H,3.0
123940,B,3.0
123941,B,3.0
123942,O,3.0
123943,H,3.0
123944,B,2.0
123945,W,3.0
123946,F,2.0
123947,H,3.0
123948,O,0.0
123949,H,0.0
123950,B,3.0
123951,B,2.0
123952,B,4.0
123953,B,3.0
123954,B,2.0
123955,B,4.0
123956,H,3.0
123957,B,2.0
123958,H,2.0
123959,H,2.0
123960,B,3.0
123961,B,2.0
123962,W,0.0
123963,B,3.0
123964,B,2.0
123965,B,3.0
123966,W,2.0
123967,B,4.0
123968,B,4.0
123969,H,3.0
123970,B,4.0
123971,B,0.0
123972,B,4.0
123973,H,4.0
123974,B,4.0
123975,O,2.0
123976,H,2.0
123977,H,2.0
123978,H,2.0
123979,B,4.0
123980,B,3.0
123981,B,2.0
123982,H,3.0
123983,O,2.0
123984,B,0.0
123985,B,4.0
123986,H,2.0
123987,W,3.0
123988,B,3.0
123989,W,3.0
123990,H,3.0
123991,O,0.0
123992,B,2.0
123993,W,3.0
123994,B,3.0
123995,B,4.0
123996,B,2.0
123997,B,3.0
123998,B,3.0
123999,B,4.0
124000,H,2.0
124001,W,0.0
124002,H,3.0
124003,W,2.0
124004,W,3.0
124005,H,3.0
124006,H,3.0
124007,W,3.0
124008,B,3.0
124009,B,3.0
